NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
"ISIDORO SAN JUSTO FERNANDEZ, S.L.",741,"P.I. MIES DE MOLLADAR, D 8 ",Cantabria,Cartes,"43,3198604","-4,0713141",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-20H30 ,942819245
NUESTRA SEÑORA DE LOS REMEDIOS,742,C/TRABAJADORES 13MODULO 4 BUZON 3POL. IND. PELAGATOS,Cádiz,Chiclana de la Frontera,"36,4031648","-6,1328589",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 16H-19H ,956402403
SCORA ALGECIRAS,743,"AV. LA UNIÓN, 34,",Cádiz,Cádiz,"36,1147427","-5,4728682",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-19H,686425595
"TALLERES BONARES,S.L.",744,"POLIGONO INDUSTRIAL TARTESSOS, C/A NAVE 138",Huelva,San Juan del Puerto,"37,307903","-6,8690914",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H30 16H-19H ,959367303
SCORA HUELVA,745,"POLÍGONO INDUSTRIAL FORTIZ, SECTOR E",Huelva,Huelva,"37,2906879","-6,8989468",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-19H,959228595
GRUPO SCORA MALAGA,746,"PI SANTA TERESA C/ TORRE DEL MAR, 46",Málaga,Málaga,"36,6940904","-4,5012917",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-19H,952105326
BOCHE AUTOMOCION S.L.,747,"AVDA DEL ALJARAFE, 25-27",Sevilla,Pilas,"37,3026221","-6,2971372",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 16H-19H,954750290
TALLERES SCORA SEVILLA,748,"PI EL PINO, C/ PINO CENTRAL, 56",Sevilla,Sevilla,"37,374957","-5,9272331",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-19H,954254010
LOS NUEVE S. C. L.,749,"CAMINO DEL PUENTE VIEJO, 24",Madrid,Arganda del Rey,"40,3063064","-3,4611751",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-20H,918717183
TALLERES MIÑO,750," POL. IND. RÍO DO POZO - AVD. GONZALO NAVARRO, PARCELA 8",A Coruña,Narón,"43,5353853","-8,1881989",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H   15H-19H,981356666
"TALLERES RUA NOBEL, SL",751,"POL. IND. ESPÍRITU SANTO - C/ ZEPPELIN, 27",A Coruña,Cambre,"43,309813","-8,2996011",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30   15H-19H ,981784748
TALLER MECANICO MARINEDA,752,"POL. IND. A GRELA-BENS - C/ NEWTON, 25",A Coruña,A Coruña,"43,3508762","-8,4326386",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30   15H30-19H30,981256949
TALLERES AUTOMOTOR S&R,753,AVENIDA SAN MARCOS 72 NAVE 2,A Coruña,Santiago de Compostela,"42,8927636","-8,4845996",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H30 15H30-18H,981561257
TALLERES ROBLES,754,AVENIDA DE LA CONSTITUCIÓN 60,León,Mansilla Mayor,"42,4946355","-5,4138733",Taller de Vehículo Industrial abierto para casos de urgencia ,7H-15H,987311809
"JESUS FREIRE E HIJOS, S.L.",755,POLG. SETE PONTES PARCELA 89 B,Lugo,Vilalba,"43,3128319","-7,6665577",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H   15H30-20H,982512857
JOTRINSA S. L.,756,"C/ CARRETEROS, 6",Madrid,Boadilla del Monte,"40,3954281","-3,8452907",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H   15H30-19H30,915082040
FULL TRUCK SERVICES,757,"CALLE DE LAS COBERTERAS, 12",Madrid,Coslada,"40,4346792","-3,5394561",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14:0   16H-18H,915149029
HERMINIO FERNANDEZ ALVAREZ ,758,ARCOS S/N,Ourense,Vilamartín de Valdeorras,"42,4547497","-7,2749908",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H   15H30-19H30 ,988300327
TALLERES SUPERTURBO,759,CTRA. CASTILLA S/N,Ourense,Verín,"41,9449146","-7,4163229",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H   15H-20H,988410409
TALLERES MANUEL BLANCO VIDE,760,"LAMA DE PRADO, 14",Ourense,Taboadela,"42,2950559","-7,8095336",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H,988260865
"TALLERES TRONCOSO, S.L.",761,"RANS, 50ASD",Pontevedra,Mos,"42,1951332","-8,6530698",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H30   15H30-19H,986331161
"TALLERES GARCIA BARREIRO, S.L.",762,"P.I. A PASAXE-VINCIOS C/ OUTEIRO DO FERRO, 52",Pontevedra,Gondomar,"42,1582018","-8,7261605",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H   15H-18H30 ,986469425
"AUTOMOCIÓN LA JUNQUERA, S.L.",763,"AVDA.DE PONTEVEDRA, 82",Pontevedra,Vilagarcía de Arousa,"42,5895803","-8,7512335",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-16H,986502126
A R PICHEL,764,P.I. AS GANDARAS,Pontevedra,O Porriño,"42,1349238","-8,6304201",Taller de Vehículo Industrial abierto para casos de urgencia ,8:15-13H   15H-18H30,986330700
TALLERES MEJUTO TRANS,765,"N-640, 6,",Pontevedra,Silleda,"42,7021712","-8,3182081",Taller de Vehículo Industrial abierto para casos de urgencia ,9H30-13H30   15H30-20H,986585666
TALLERES DURO E HIJO,766," POL. IND. LALÍN 2000, CALLE C, PARCELA 29",Pontevedra,Lalín,"42,6748042","-8,1611681",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H   15H-19H,986794102
TAMAGA TRUCKS ,767,"REDONDO, 67",Pontevedra,Pontecesures,"42,7122852","-8,6526856",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30   15H-20H,986556282
TALLERES ALDIN,768,"P.I. AS GÁNDARAS, PARCELA 1-2, 36400",Pontevedra,Mos,"42,133436","-8,6248973",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30   15H30-20H,986487759
LITAVO VALLADOLID ,769,AVDA BURGOS 52,Valladolid,Valladolid,"41,6663162","-4,7311157",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-17H,983340222
"REPARACIONES MECANICAS AVILES, S.A.L",770,"AVE DE GIJÓN, 78",Asturias,Avilés,"43,5516425","-5,9115713",Taller de Vehículo Industrial abierto para casos de urgencia ,8H A 20H,985550333
TALLERES QUEVEDO MONTERO S.L.,771,"C/ LERIDA, 2",Almería,Adra,"36,7593144","-2,9845795",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H 15H30-20H,950568041
MURGI-CARGO,772,C/GUTEMBERG 39,Almería,El Ejido,"36,7610741","-2,7941478",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 17H-19H ,950483204
TALLERES MUDELA,773,AUTOVIA MADRID-CADIZ KM217.5,Ciudad Real,Santa Cruz de Mudela,"38,6349157","-3,4732763",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 15H30-20H,926349018
CAMISUR,774,"PARQUE EMPRESARIAL NUEVO JAÉN C/MARIANA DE MONTOYA,11",Jaén,Jaén,"37,8135953","-3,7800742",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H,953047070
"LUQUETRUCKS, S.L.",775,"C/ CALETA DE VELEZ, NAVE 45, POLIGONO SANTA TERESA",Málaga,Málaga,"36,7000245","-4,4998558",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H,952244506
TALLERES MILENIUM,776,"P.I.AZUCARERA C/CASARES,26",Málaga,Málaga,"36,6821005","-4,4659515",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-16H,952233660
"RODRIGUEZ GONZAMAR, S.L.U.",777,"Pol. Ind. El Carrascal, Nave 35",Badajoz,Talavera la Real,"38,866259","-6,7571917",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8H-14H  16H-20H,924440538
BALLESTAS BENI S.L.,778,AVDA. ARAGON 44 BAJO,La Rioja,Logroño,"42,458583","-2,3934912",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 -14:00 15:00 19:00,941234003
Talleres Txurdinaga,779,Avd. Jesús Galindez nº 8,Bizkaia,Bilbao,"43,260586","-2,905049",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00-13:00     15:30-19:30,944127985
"MECÁNICA INDUSTRIAL SERVAN & ASOCIDOS, S.L.",780,"PARQUE EMPRESARIAL LAS MARISMAS PALMONES C/MAR MEDITERRANEO,55 ",Cádiz,Los Barrios,"36,1845792","-5,4310453",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 A 16:00 SERVICIO 24HORAS TALLER MOVIL,678683637
Tallleres Muñoz Garcia Diez SLU (MGD VEHICLE TECHNOLOGY),781,"Pol. Ind. Onzonilla, sector G-30 plas. 23 y 24",León,Onzonilla,"42,539537","-5,5793257",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 a 13:00 15:00 a 19:00,987808112 648170625
TALLER TONI Y JOSE C.B,782,"P.I DE LORQUI, C/ RIO DUERO Nº 19 30564 LORQUI  (MURCIA)",Murcia,Murcia,"38,1001853","-1,240648",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 14:00 - 16:00 A 20:00,677423225
TALLER ROCAMIRANDA S.L.,783,"Cra. Gral. Del Sur Km: 9,4 Calle El Afrecho, nº 12",Santa Cruz de Tenerife,Santa Cruz de Tenerife,"28,4239265","-16,3198349",Taller de Vehículo Industrial abierto para casos de urgencia ,8H00-14:00,8H0014:00
"TALLERES ANFER, SA",784,"Pol. La Portalada/Segador, 24",La Rioja,Logroño,"42,4533134","-2,4112683",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 - 14:00/16:00 - 20:00,619793409
"AUTOCOMERCIAL RIOJANA, SL",785,"Pol. La Portalada/Circunde, 51",La Rioja,Logroño,"42,4578","-2,3948187",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 - 13:00/15:30 -19:00,941253077
"TALLERES LUIS VIDAL, SL",786,"Pol. Tambarría/Camino de la Balsa, 2",La Rioja,Alfaro,"42,1609917","-1,7312868",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 20:00,941180161
"TALLERES LUIS NOGUES, SL",787,"Avda. de Logroño, 35",La Rioja,Santo Domingo de la Calzada,"42,4395311","-2,9401715",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 13:30/15:30 -19:00,609464713
"TALLERES LUIS NOGUES, SL",788,"Pol. Fuentreciega/Las Encinas, 43",La Rioja,Haro,"42,5655082","-2,8380682",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 13:30/15:30 - 19:00,609464713
"TALLERES LUIS NOGUES, SL",789,"Pol. Gamonal/La Losa, 4",Burgos,Burgos,"42,348736","-3,6554427",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 13:30/15:30 - 19:00,625447377
"CARROCERÍAS MATURANA, SA",790,"Ctra. de Logroño, Km. 47",La Rioja,Calahorra,"42,311859","-1,9795447",Taller de Vehículo Industrial abierto para casos de urgencia ,06:00 - 20:00,607730192
"HERMANOS FERNÁNDEZ VIGURI, SL",791,"Pol. Entrecarreteras/Industria, 16",La Rioja,Haro,"42,5689379","-2,8417303",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 13:00/15:00 - 19:00,941312433
"AUTO OJA MEERCEDES BENZ, SA",792,"Avda. de Madrid, 3",La Rioja,Lardero,"42,4306849","-2,4569632",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 20:00,941287687
"TALLERES GARTE, SL",793,"Pol. Cantabria/Avda. de Mendavia, 14",La Rioja,Logroño,"42,4718235","-2,4198273",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 18:00,941223936
"CARROCERÍAS YAGÜE, SL",794,"Pol. Cantabria/Soto Galo, 21",La Rioja,Logroño,"42,4710994","-2,4071862",Taller de Vehículo Industrial abierto para casos de urgencia ,07:45 - 12:45/14:45 - 17:45,941256712
"AUTO URBIÓN, SL",795,"Avda. de Burgos, 64",La Rioja,Logroño,"42,4610772","-2,474525",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 13:00,647824513
"TALLERES RIBERA AYORA, S.L.",796,"PDA. CAPSADES, S/N",Castellón_Castelló,Vinaròs,"40,4641463","0,4591152",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30H A 19:00H,960 40 09 53
"Talleres Jacinto Rodriguez, S.L.",797,"Estaño, 20  Pol. San Cristobal",Valladolid,Valladolid,"41,618739","-4,7093097",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 9H- 15H30/16H-18H,983295140
HERRERO Y NUÑEZ MOTOR ,798,C/ TOPACIO 9,Valladolid,Valladolid,"41,6168499","-4,7154807",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00H. A 17:30H,983399165
TALLER MECÁNICO HERBRA C.B.,799,"AVDA. BURGOS, 92",Valladolid,Valladolid,"41,672018","-4,7252392",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 9H00-13H30  /  16H00-19H30,983333025
"Concentración y Venta Industrial de Vehículos, S.L.",800,"Carretera Azucarera Intelhorce, 78",Málaga,Málaga,"36,6938979","-4,4938135",Taller de Vehículo Industrial abierto para casos de urgencia ,7:00-18:30,952176631
"Concentración y Venta Industrial de Vehículos, S.L.",801,"Carretera Santander-Torrelavega, km 6,7",Cantabria,Camargo,"43,4334481","-3,889286",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00-18:00,942581312
"Comercial de Vehiculos Marbella,S.L.",802,"Poligono La Ermita, 19",Málaga,Marbella,"36,5124124","-4,8773673",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30-13:30 y de 15:00-18:00,952774703
"Talleres Ramisur, S.L.",803,"Calle Julio Romero de Torres,28",Málaga,Vélez-málaga,"36,7606928","-4,0987601",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00-14:00  (horario estado de alarma),952504560
"CAETANO BENET, SL",804,"Avda Romeral nº13, 29200",Málaga,Antequera,"37,0261218","-4,5336253",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
"CAETANO BENET, SL",805,"c/ Juan de la Cierva 12, 29600",Málaga,Marbella,"36,5087934","-4,8709517",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
"CAETANO BENET, SL",806,"c/ Castelao, 26. Pol  Industrial Guadalhorce",Málaga,Málaga,"36,6960174","-4,4857939",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 13:30 y de 15:00 a 18:00 (horario estado de alarma),952247096
"CAETANO BENET, SL",807,C/ la Tierra 4. Pol Ind San Julian,Málaga,Málaga,"36,668023","-4,4809976",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
"CAETANO MOTORS MÁLAGA, SL",808,"Avda Romeral nº13, 29200",Málaga,Antequera,"37,0261218","-4,5336253",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
"CAETANO MOTORS MÁLAGA, SL",809,"c/ Juan de la Cierva 4, 29600",Málaga,Marbella,"36,5881074","-4,9539917",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
"CAETANO MOTORS MÁLAGA, SL",810,C/ la Tierra 4. Pol Ind San Julian,Málaga,Málaga,"36,668023","-4,4809976",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 a 16:30 (horario estado de alarma),952247096
Tmlc. La Concepción,811,Autovía A-92 Km. 69,Sevilla,La Puebla de Cazalla,"37,229571","-5,2612992",Taller de Vehículo Industrial abierto para casos de urgencia ,,954846418
TRANSMISEVILLA S.L.,812,CALLE LA RED 15 Nº7 POLIGONO INDUSTRIAL LA RED SUR,Sevilla,Alcalá de Guadaíra,"37,3744572","-5,8894822",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8H-17H. ,955630486
TEFESUR S.L.,813,POL. IND. EL PINO C/ PINO CENTRAL 81,Sevilla,Sevilla,"37,3765473","-5,9284839",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:8:30-13:45 Y L-V:15:00-17:45,954255142
TEFESUR S.L.,814,"AVDA. DE LOS VEGAS 70, POL. EL VISO 2ª FASE",Málaga,Málaga,"36,713377","-4,478408",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:9:00-14:00 Y L-V:16:00-19:00,952345695
"VISO MOTOR, SL",815,"AV COMERCIO, 23",Sevilla,El Viso del Alcor,"37,4","-5,7113587",Taller de Vehículo Industrial abierto para casos de urgencia ,9.00 - 13.00,955741231
TALLERES CORDERO & MORA,816,"C/ LOS PALOS, 21 POL. IND. NAVISA ",Sevilla,Sevilla,"37,366844","-5,9607116",Taller de Vehículo Industrial abierto para casos de urgencia ,"08,30 A 16,30H",673778644
"TALLERES MORA RODRIGUEZ, S.L.",817,"C/ QUEJIO, 19. POL. IND. NAVISA",Sevilla,Sevilla,"37,3669369","-5,9598745",Taller de Vehículo Industrial abierto para casos de urgencia ," DE L A V: 08,30 A 16,30H SABADOS 10,00 A 14,00H",687108815
HERMANOS DOMINGUEZ S.L,818,CARRETERA MADRID-CADIZ KM-509,Sevilla,Carmona,"37,468228","-5,6641017",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 A 13:30  y de 15:00 a 18:30,954140248
GREENCAR SERVICE TENERIFE,819,"Avenida Siete Islas Canarias, Nº34. P.I. Del Camello.38639.",Santa Cruz de Tenerife,Santa Cruz de Tenerife,"28,0525287","-16,616903",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 7H - 16H,695554905   
"TALLERES EN RUTA, S.L.",820,"Calle Orquídea, Nº8. El Chorillo.",Santa Cruz de Tenerife,Santa Cruz de Tenerife,"28,4253112","-16,3195385",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:7H30-15H,922616058
"BALLESTAS PEPE,S.L.",821,AVENIDA DEL DESCUBRIMIENTO PARCELA  5/5 POLIGONO INDUSTRIAL OESTE,Murcia,Alcantarilla,"37,9582758","-1,206627",Taller de Vehículo Industrial abierto para casos de urgencia ,7:30H-14:00 - 16:00H-19H,968892030
"E.A.LAZARO ROMERA,S.L.",822,CTRA. DE MURCIA S/N DIP.TERCIA,Murcia,Lorca,"37,6932253","-1,6494046",Taller de Vehículo Industrial abierto para casos de urgencia ,"9-14  Y 16-19,30",968471855
"TALLERES ESTEBAN GONZALEZ, S.L.",823,"CAMINO DE LOS ZARAGOZAS, S/N-BENIAJAN-30570",Murcia,Murcia,"37,983544","-1,0846729",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 13:30 y 15:30 a 19:00,968820578
"TALLERES CASTAÑO DE ALCANTARILLA, S.L.",824,"CTRA. TORRES DE COTILLAS, 41",Murcia,Alcantarilla,"37,9771142","-1,2216987",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y de 16:00 a 19:00. Servicio 24 hs. A partir de las 19:00,661917.947
"TALLER JUAN ANTONIO BARCELO, S.L.",825,"CAMINO DE LOS PINOS,104- BENIAJAN-30570",Murcia,Murcia,"37,9762764","-1,086766",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 13:30 y 15:30 a 19:00,968823911
"PUSEGAR, SOC.COOP.",826,POLIGONO.IND.MARIMINGO-C/.RIO MULA-PARC.8,Murcia,Bullas,"38,0563222","-1,6573977",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 13:30 y de 16:00 a 19:00,968652217
"VEHICULOS INDUSTRIALES SAGAMAR, S.L.",827,"POLIGONO.IND.CAVILA- PARC.I, 11 ",Murcia,Caravaca de la Cruz,"38,0535808","-1,9089401",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 A 14:00 y 16:00 a 19:00,968725370
"TALLERES LORENTE, S.COOP.",828,"C/ BLANCO Y NEGRO, 7 LOS DOLORES DE CARTAGENA",Murcia,Cartagena,"37,6435261","-1,0208966",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 20:00 ,619198269
"ABRI SANZ, S.L.",829,"CTRA. DEL CAMPILLO, S/N POLIGONO IND.EL MULADAR",Murcia,Cehegín,"38,0974991","-1,7811514",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 A 14:00 Y de 16:00 a 19:00,627592770
"TALLERES HERMANOS OLIVA AYALA, SL.",830,"CALLE CATALUÑA, 10  POL.IND. LOS TORRAOS",Murcia,Ceutí,"38,0923909","-1,2918715",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y de 16:00 a 20:00,607393028
"TALLERES ALGITRUCK, S.L.",831,"CTRA.F-14-T.PACHECO-LOBOSILLO, KM.10",Murcia,Torre-pacheco,"37,7484142","-1,0430603",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 19:30,639964766
"MECANICA PINATAR, S.L.",832,"CTRA. ALICANTE, KM-23",Murcia,San Javier,"37,8168514","-0,8317202",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 - 13:30  16:00-19:00,968571752
"PERMAUTO AUTOMOCION, S.L.",833,CTRA.CARTAGENA-ALHAMA KM 7- LA ALJORRA,Murcia,Cartagena,"37,6762102","-1,0604477",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 19:30,968558612
"TRACTOMECANICA PURIAS, S.L.",834,"CTRA. ALTOBORDO KM. 3,4",Murcia,Lorca,"37,6022145","-1,6761389",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 19:30,968482805
ROMAN GARCIA CANOVAS,835,"AVDA.Aº. FUERTES,61 PLG.LAS RAMBLILLAS.PAC.-3",Murcia,Alhama de Murcia,"37,8590513","-1,4199034",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 19:30,616299431
"BRAVO PIQUERAS HERMANOS, S.L.",836,"AVDA. PAPA ALI, 10 ESQ.C/PROFESOR TIERNO GALVAN",Murcia,Lorquí,"37,9746327","-1,2208138",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 A 13:30 Y DE 15:00 A 20:00,625589533
"TALLER MECANICO CEBALLOS, S.L.",837,"PARAJE LAS TAPIAS, 20 SALIDA 161 A30- LOS MARTINEZ DEL PUERTO",Murcia,Torre-pacheco,"37,8407669","-1,0984018",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 a 14:00 y 16:00 a 19:30,968432570
"CARRATALA E HIJOS, S.L.",838,"AUTOVIA MURCIA CARTAGENA,SALIDA 176 PARAJE EL CASIS",Murcia,Cartagena,"37,6270381","-1,0136449",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00-14:00   16:00-20:00,968 16 00 11
CAMION GRUP S.A.,839,Mas falgas 44-56,Girona,Vilablareix,"41,9561508","2,7988617",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-15 Y 15H00-19H00 (SERVICIO 24H),916788058
CAMION GRUP S.A.,840,"c/ Layetan, s/n (Polígon Industrial Padrosa)",Girona,Llers,"41,9555472","2,8016136",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-15 Y 15H00-19H00 (SERVICIO 24H),916788058
BMIX GIRONA SL ,841,"Ctra. Santa Coloma, 21",Girona,Aiguaviva,"41,8658235","2,7979052",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-13H00 Y 15H00-19H00,972237998
